temp,value
1593,24.295
1594,24.307
1595,24.32
1596,24.332
1597,24.345
1598,24.357
1599,24.37
1600,24.382
1601,24.395
1602,24.407
1603,24.42
1604,24.432
1605,24.445
1606,24.457
1607,24.47
1608,24.482
1609,24.495
1610,24.507
1611,24.52
1612,24.532
1613,24.545
1614,24.557
1615,24.57
1616,24.582
1617,24.594
1618,24.607
1619,24.619
1620,24.632
1621,24.644
1622,24.657
1623,24.669
1624,24.681
1625,24.694
1626,24.706
1627,24.719
1628,24.731
1629,24.743
1630,24.756
1631,24.768
1632,24.78
1633,24.793
1634,24.805
1635,24.817
1636,24.83
1637,24.842
1638,24.854
1639,24.867
1640,24.879
1641,24.891
1642,24.904
1643,24.916
1644,24.928
1645,24.941
1646,24.953
1647,24.965
1648,24.977
1649,24.99
1650,25.002
1651,25.014
1652,25.027
1653,25.039
1654,25.051
1655,25.063
1656,25.075
1657,25.088
1658,25.1
1659,25.112
1660,25.124
1661,25.137
1662,25.149
1663,25.161
1664,25.173
1665,25.185
1666,25.198
1667,25.21
1668,25.222
1669,25.234
1670,25.246
1671,25.258
1672,25.27
1673,25.283
1674,25.295
1675,25.307
1676,25.319
1677,25.331
1678,25.343
1679,25.355
1680,25.367
1681,25.38
1682,25.392
1683,25.404
1684,25.416
1685,25.428
1686,25.44
1687,25.452
1688,25.464
1689,25.476
1690,25.488
1691,25.5
1692,25.512
1693,25.524
1694,25.536
1695,25.548
1696,25.56
1697,25.572
1698,25.584
1699,25.596
1700,25.608
1701,25.62
1702,25.632
1703,25.644
1704,25.656
1705,25.668
1706,25.68
1707,25.692
1708,25.704
1709,25.716
1710,25.728
1711,25.74
1712,25.752
1713,25.763
1714,25.775
1715,25.787
1716,25.799
1717,25.811
1718,25.823
1719,25.835
1720,25.847
1721,25.859
1722,25.87
1723,25.882
1724,25.894
1725,25.906
1726,25.918
1727,25.93
1728,25.941
1729,25.953
1730,25.965
1731,25.977
1732,25.989
1733,26.0
1734,26.012
1735,26.024
1736,26.036
1737,26.047
1738,26.059
1739,26.071
1740,26.083
1741,26.094
1742,26.106
1743,26.118
1744,26.129
1745,26.141
1746,26.153
1747,26.165
1748,26.176
1749,26.188
1750,26.2
1751,26.211
1752,26.223
1753,26.234
1754,26.246
1755,26.258
1756,26.269
1757,26.281
1758,26.293
1759,26.304
1760,26.316
1761,26.327
1762,26.339
1763,26.351
1764,26.362
1765,26.374
1766,26.385
1767,26.397
1768,26.408
1769,26.42
1770,26.431
1771,26.443
1772,26.454
1773,26.466
1774,26.477
1775,26.489
1776,26.5
1777,26.512
1778,26.523
1779,26.535
1780,26.546
1781,26.558
1782,26.569
1783,26.58
1784,26.592
1785,26.603
1786,26.615
1787,26.626
1788,26.637
1789,26.649
1790,26.66
1791,26.672
1792,26.683
1793,26.694
1794,26.706
1795,26.717
1796,26.728
1797,26.74
1798,26.751
1799,26.762
1800,26.773
